date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2024-12-02 00:00:00+05:30,700.0,711.65,696.9,703.05,997717.0,0.0,0.0,
2024-12-03 00:00:00+05:30,703.05,710.2,703.05,704.4,628946.0,0.0,0.0,
2024-12-04 00:00:00+05:30,708.45,716.1,705.0,714.7,1015078.0,0.0,0.0,
2024-12-05 00:00:00+05:30,715.0,727.0,714.7,724.4,928657.0,0.0,0.0,
2024-12-06 00:00:00+05:30,725.0,725.75,716.4,717.4,385221.0,0.0,0.0,
2024-12-09 00:00:00+05:30,720.0,724.9,714.65,719.65,476294.0,0.0,0.0,
2024-12-10 00:00:00+05:30,720.05,742.9,717.9,729.5,2095222.0,0.0,0.0,
2024-12-11 00:00:00+05:30,730.0,736.45,725.05,730.75,1014110.0,0.0,0.0,
2024-12-12 00:00:00+05:30,731.65,737.3,724.95,726.8,736528.0,0.0,0.0,
2024-12-13 00:00:00+05:30,726.7,728.45,715.0,725.45,694565.0,0.0,0.0,
2024-12-16 00:00:00+05:30,725.45,732.4,723.0,728.35,246944.0,0.0,0.0,
2024-12-17 00:00:00+05:30,727.0,730.5,714.05,715.35,385028.0,0.0,0.0,
2024-12-18 00:00:00+05:30,714.0,719.0,708.6,710.55,274048.0,0.0,0.0,
2024-12-19 00:00:00+05:30,700.0,709.35,697.0,703.4,719891.0,0.0,0.0,
2024-12-20 00:00:00+05:30,703.4,708.15,685.1,687.0,608957.0,0.0,0.0,
2024-12-23 00:00:00+05:30,689.8,700.5,688.3,691.3,412325.0,0.0,0.0,
2024-12-24 00:00:00+05:30,686.05,705.3,682.8,695.9,1146340.0,0.0,0.0,
2024-12-26 00:00:00+05:30,695.1,698.2,677.35,679.2,1108502.0,0.0,0.0,
2024-12-27 00:00:00+05:30,679.85,684.85,674.0,675.3,662434.0,0.0,0.0,
2024-12-30 00:00:00+05:30,675.35,678.85,667.05,669.5,663779.0,0.0,0.0,
